filename,location,side,area_d,major_d,minor_d,circ_d,feret_d,minferet_d,ar_d,efd_0_d,efd_1_d,efd_2_d,efd_3_d,efd_4_d,efd_5_d,efd_6_d,efd_7_d,efd_8_d,efd_9_d,efd_10_d,efd_11_d,efd_12_d,efd_13_d,efd_14_d,efd_15_d,efd_16_d,efd_17_d,efd_18_d,efd_19_d,efd_20_d,efd_21_d,efd_22_d,efd_23_d,efd_24_d,colour_0_r_d,colour_0_g_d,colour_0_b_d,colour_1_r_d,colour_1_g_d,colour_1_b_d,percentage_0_d,percentage_1_d,area_v,major_v,minor_v,circ_v,feret_v,minferet_v,ar_v,efd_0_v,efd_1_v,efd_2_v,efd_3_v,efd_4_v,efd_5_v,efd_6_v,efd_7_v,efd_8_v,efd_9_v,efd_10_v,efd_11_v,efd_12_v,efd_13_v,efd_14_v,efd_15_v,efd_16_v,efd_17_v,efd_18_v,efd_19_v,efd_20_v,efd_21_v,efd_22_v,efd_23_v,efd_24_v,colour_0_r_v,colour_0_g_v,colour_0_b_v,colour_1_r_v,colour_1_g_v,colour_1_b_v,percentage_0_v,percentage_1_v,species
CAM046222,0,1,76.7437646,15.77651513,6.807260821,0.501679059,16.07639051,7.203251923,2.317601095,-0.494718823,-0.083507795,0.064139894,-0.044236202,-0.066322616,0.044917391,0.018187543,0.0108027,-0.039034293,-0.033816792,0.030740967,0.010814247,0.020042693,0.000316659,-0.009853381,0.011153236,-0.006126683,-0.01998071,0.000557129,-0.006298505,0.006334965,-0.012160164,-0.016245677,-0.009072952,0.005061729,0.797344992,0.677146198,0.468550996,0.671078487,0.529521541,0.308278501,0.624806824,0.375193176,76.85456558,15.3679471,7.761027062,0.509848539,16.07925226,7.274175681,1.980143476,-0.496268705,-0.093718832,-0.076687625,0.036845359,-0.068302224,0.045046617,-0.021249598,-0.013256482,-0.039853778,-0.030362356,-0.032813035,-0.011086238,0.016269861,0.005423922,0.011060511,-0.010220655,-0.010150126,-0.016946736,0.000755678,0.007845959,0.002761794,-0.011050821,0.017371013,0.00855733,0.003733575,0.545753568,0.437402261,0.272521497,0.794331388,0.697631868,0.507937942,0.256284372,0.743715628,0
CAM046223,0,1,81.04763154,16.24186605,7.198808271,0.499686272,16.49633561,7.53421248,2.256188169,-0.486385641,-0.083674899,0.043639212,-0.062511217,-0.072965537,0.044884925,0.013859144,0.006782109,-0.036419014,-0.0381259,0.026667045,0.008830825,0.018098132,0.005949243,-0.00558533,0.017151504,-0.00642592,-0.016231666,0.002754092,-0.001046908,0.001543483,0.000805542,-0.014107847,-0.003930322,0.001561665,0.801018216,0.705697517,0.516054419,0.657024041,0.544627092,0.326717801,0.755955334,0.244044666,80.15042529,16.20421975,7.061204733,0.46682725,16.50380483,7.481201866,2.294823668,-0.495217431,-0.06913624,-0.089390003,0.030033352,-0.083905968,0.043909436,0.002367997,-0.009112074,-0.049684112,-0.04370625,-0.043416238,-0.013007367,0.018145805,0.010150486,0.006725006,-0.018746326,-0.007566683,-0.01206577,0.002926299,0.000318347,0.000177772,-0.006423159,0.016519024,0.003563981,0.002675147,0.824764918,0.737122421,0.552077105,0.527455919,0.408725793,0.241105396,0.816486798,0.183513202,0
CAM046224,0,1,78.01281144,16.26588663,6.92919405,0.297711939,17.15754371,7.089051441,2.347442792,-0.450440413,0.149915009,-0.12299089,-0.1186238,-0.043334222,-0.014524451,0.090735518,-0.040479742,-0.071274372,0.020167139,-0.027970608,0.022951118,-0.032489788,-0.039968199,0.058319524,0.000775743,0.025076468,0.011034129,-0.027193988,0.008831483,-0.000628186,-0.006981337,0.033660239,0.016870207,-0.000812593,0.803745601,0.697150012,0.480453079,0.64798226,0.512707676,0.27872639,0.725046023,0.274953977,78.74898067,16.50980598,6.766170729,0.367555491,17.12759525,6.757932384,2.44005164,-0.422513778,0.055769346,0.019169068,0.078331349,-0.062346158,0.022887692,-0.045966734,0.012735027,-0.066430304,-0.022703615,-0.002478899,-0.010838238,-0.013462019,0.000799811,-0.024876856,-0.00303544,0.022296639,-0.012258671,0.010712662,-0.00314889,-0.000881829,0.001908775,-0.027978508,-0.010912883,-0.001169993,0.524936994,0.409925701,0.237562044,0.79941822,0.705329801,0.497735626,0.240966782,0.759033218,0
CAM046225,0,1,82.00587224,17.23785576,7.296752662,0.35341354,17.2215105,7.924272719,2.362400997,-0.560870494,-0.201718217,0.368594888,0.018052876,0.049141972,0.123374626,0.127302526,0.090332322,-0.000871083,0.04545382,0.041736925,0.091335545,0.027743015,0.000805005,-0.061405404,0.02174818,-0.016835965,-0.027810451,-0.00407044,0.014253086,0.015922471,-0.008463622,-8.61E-05,0.004750874,0.006063812,0.882842093,0.726941994,0.506713675,0.800131287,0.621351752,0.369452463,0.613624598,0.386375402,82.46456952,17.25665643,7.204170349,0.346186312,17.23336546,7.968530628,2.395370403,-0.563786811,0.188565191,0.377957559,0.022911181,-0.048169418,0.126151478,-0.124286429,-0.090363845,-0.003269647,-0.047029117,0.045039494,0.089606076,-0.027349861,-9.84E-05,0.060305578,-0.022599405,-0.016787318,0.029630891,-0.000893851,0.014084969,-0.014599578,-0.007264529,-0.001417948,-0.006342175,0.006513539,0.845175415,0.745986137,0.554178818,0.578493943,0.441607772,0.260350578,0.890424834,0.109575166,0
CAM046226,0,1,96.08463933,18.29359209,7.687154164,0.522117828,17.96803039,8.030591851,2.379761313,-0.481317698,-0.065948396,0.035494052,-0.073186459,-0.069554093,0.056835346,0.01570788,-0.00587695,-0.034956805,-0.0315005,0.024221122,-0.001700305,0.015041865,0.008901469,0.002029886,0.005679147,-0.009454851,-0.014354598,0.007272506,-0.006028989,0.003395521,0.002427765,-0.00731529,-0.007881914,-0.001439386,0.844968425,0.679839692,0.457173436,0.783991904,0.594817971,0.343740613,0.58230883,0.41769117,95.59519008,17.61024415,7.837839216,0.526297642,17.94851412,8.037685688,2.246823858,-0.481006703,-0.062205529,-0.051959368,0.073898374,-0.066492709,0.056353953,-0.010788595,0.011811722,-0.032465988,-0.030584466,-0.026674468,0.003593824,0.019767678,0.007939607,0.004780959,-0.00282557,-0.005807293,-0.012799394,-0.003705944,0.00582303,0.005438228,-0.000657374,0.011363267,0.009023013,-0.001587595,0.822180318,0.715482053,0.52384881,0.57936504,0.446528965,0.275194622,0.826364076,0.173635924,0
CAM046227,0,1,96.15342045,18.35647302,7.570392574,0.475727208,18.28810107,7.920242504,2.424771614,-0.487325348,-0.100310908,0.062608313,-0.027568611,-0.079617032,0.050950301,0.033850247,0.014981157,-0.049086516,-0.033114813,0.032172942,0.01468067,0.006063468,0.011892701,-0.000997031,0.010454311,-0.007817789,-0.015019117,0.00029862,0.001184066,0.004215466,-0.001010968,-0.011963382,-0.001977169,0.005210976,0.836974693,0.741477219,0.550295887,0.716306226,0.609715244,0.389829996,0.784539218,0.215460782,95.13930977,18.50284606,7.468426459,0.513135061,18.25148153,7.938036468,2.477475833,-0.480335425,-0.063658172,-0.053651669,0.050190355,-0.084405056,0.065727937,-0.022227886,0.000697746,-0.054325985,-0.025821417,-0.030563522,-0.00496069,0.003771163,0.014432419,-0.001972492,-0.011013096,-0.010133386,-0.015361333,-0.005607476,-0.002698094,-0.000151218,-0.001163006,0.007448078,0.000335507,-0.000139761,0.824373719,0.749307621,0.583934965,0.595355058,0.484790676,0.318704444,0.828426256,0.171573744,0
CAM046228,0,1,95.97994179,19.27573125,7.501135865,0.526173451,18.90680939,7.981415945,2.569708322,-0.457709156,-0.038087785,0.032689622,-0.064621759,-0.100725026,0.071937158,0.007495242,-0.005742054,-0.051069041,-0.024549579,0.023780843,-0.010178103,-0.007312274,0.010867634,0.003085206,0.008815392,0.000189307,-0.01701181,0.015267498,0.008048913,0.000116438,0.003046197,0.000927498,0.005870987,-0.002976406,0.850187617,0.679890613,0.43485975,0.788221622,0.57820218,0.311170801,0.529894056,0.470105944,96.19849203,18.28029963,7.838585107,0.529426033,18.91166344,7.968016602,2.332091747,-0.457059694,-0.042569568,-0.043149259,0.058475721,-0.098431607,0.062999843,-0.007818785,0.003249211,-0.048553219,-0.026682859,-0.029666666,0.006562995,-0.003876779,0.009510422,-0.001371525,-0.009560093,0.001692568,-0.01671288,-0.01376151,-0.008195045,0.001910302,1.87E-05,0.002495368,-0.004838841,-0.001429166,0.816347988,0.710876846,0.513944655,0.485718866,0.352486879,0.205324823,0.848178551,0.151821449,0
CAM046229,0,1,72.29458875,15.45698445,6.707221589,0.445749024,15.68470927,7.184913304,2.30452867,-0.435152043,-0.000103685,-0.027366098,0.021777097,-0.112838461,0.029223065,0.008086344,0.044702822,-0.036555191,0.015347072,-0.014334749,-0.018606528,0.011284371,-0.008127236,0.000253262,0.023015891,0.000260694,0.020013251,-0.009795368,-0.008500023,0.007658025,-0.004384325,-0.007883255,0.008844214,-0.011662351,0.707031858,0.579699505,0.355380928,0.830599699,0.702668952,0.490515288,0.29388825,0.70611175,72.32768819,15.75632981,6.788816567,0.51439588,15.80216195,7.229170843,2.320924369,-0.481140462,-0.062999564,0.016231843,-0.050162595,-0.093114926,0.06389265,0.00964148,-0.007615666,-0.035540195,-0.018767462,0.015335392,-0.004108576,0.013217528,0.022177731,0.006717828,-0.006894602,-0.003089395,-0.004361975,0.010904776,-0.002012057,-0.000833124,0.006667747,0.010189678,-0.008082916,-0.01199999,0.786133169,0.708121803,0.538311511,0.533796298,0.434773917,0.273642173,0.784847408,0.215152592,0
CAM046230,0,1,76.62099148,15.60414306,6.931930965,0.299926562,16.75597341,7.117010003,2.251052865,-0.483024702,-0.480371832,0.202947108,-0.020534761,0.137495105,-0.103922562,0.090629297,0.048329905,0.090373037,-0.108315268,0.099859033,0.003987522,0.087632672,0.025891824,0.022820262,-0.021244368,0.005701174,0.018764754,0.029031665,-0.029590715,0.020678502,0.021123948,-0.00329457,-0.008985063,0.001180296,0.741546585,0.645163632,0.422866778,0.858509507,0.774644581,0.588629813,0.294294239,0.705705761,77.53979454,16.00448249,6.809642645,0.422677445,16.69033502,7.144638022,2.350267602,-0.466357752,-0.151544974,-0.073436335,0.015431623,-0.028966934,0.008426218,-0.031544784,-0.036324167,-0.008869569,-0.074295442,-0.046948539,-0.025682229,0.042558266,-0.01287799,-0.016092449,-0.030768094,0.005581865,-0.024556981,-0.027243496,-0.008975559,0.011273272,0.005707267,-0.008622617,-0.004073141,-0.000445058,0.821692613,0.753408766,0.578648358,0.551608681,0.439989614,0.266373544,0.815676275,0.184323725,0
CAM046231,0,1,76.72357629,15.86339416,7.388146046,0.436155328,16.12106903,7.486738318,2.147141389,-0.518417169,-0.138268061,0.141958005,-0.055356695,-0.00811869,0.054241367,0.073723205,0.032773684,-0.004909829,-0.008563404,0.065151385,0.048354261,0.042974635,0.033666816,-0.002500071,0.033081408,-0.004924361,0.001511073,-0.007540986,0.015482687,0.009380804,-0.001454185,-0.023367393,0.003930358,-0.003247484,0.845635468,0.745876095,0.53932004,0.758206681,0.654695835,0.415638204,0.71877928,0.28122072,76.76113594,15.07113037,7.741669621,0.442123025,16.16173186,7.512131859,1.946754525,-0.512528989,-0.128622638,-0.142261935,0.053480749,-0.005853631,0.054098274,-0.070683323,-0.030946898,-0.003734346,-0.008402769,-0.064966119,-0.051814285,0.04044025,0.034884943,0.009041174,-0.03231671,-0.006441614,0.002094025,0.006942176,-0.014492398,0.006706073,-0.007613074,0.023710535,-0.003046704,-0.005445905,0.816812591,0.74467168,0.576394733,0.641362463,0.54856235,0.354976042,0.825487346,0.174512654,0
CAM046232,0,1,85.63976883,16.70829083,7.42388993,0.434969614,17.24766232,7.599428421,2.250611336,-0.462343313,-0.132650488,0.058409342,-0.044575731,-0.038125926,0.009483481,0.024203931,0.017760764,-0.001671907,-0.061851454,0.035264176,0.030696428,0.043367728,-0.017869918,0.005570826,0.0209374,0.010268979,-0.020129666,0.017893335,0.012972933,0.019776646,-0.004283805,-0.001474445,0.00209868,0.005988944,0.674558085,0.560776445,0.332281636,0.808962357,0.699540648,0.485889605,0.22137638,0.77862362,85.6543232,15.94329436,8.266509918,0.458670293,17.27275529,7.589568457,1.928660888,-0.461380036,-0.123740113,-0.069866277,0.039155811,-0.038478395,0.010300675,-0.013881171,-0.017843955,-0.001944657,-0.065681328,-0.037478146,-0.028703098,0.043901302,-0.014457202,-0.0032659,-0.022813968,0.011110197,-0.020065204,-0.016105024,-0.01168487,0.01580478,-0.003038525,-9.48E-06,-0.002818349,0.006333678,0.57154757,0.467815828,0.295527502,0.811471803,0.736290026,0.555726367,0.24712631,0.75287369,0
CAM046233,0,1,76.40760569,16.16277258,6.750158553,0.494805327,16.20140881,7.031530597,2.394428583,-0.465181849,-0.050787236,0.03548167,-0.053590505,-0.08106452,0.051298457,0.011401381,0.00762607,-0.049000657,-0.022695018,0.031879372,0.007019392,0.006534545,0.006468836,-0.000848448,0.018749177,-0.007197228,-0.01333749,0.01089843,0.006651212,0.001298336,-0.00106985,-0.00874308,0.002393955,-0.002569186,0.74419886,0.651043618,0.433333137,0.843904806,0.766125184,0.576020582,0.245233926,0.754766074,75.81721487,16.08333791,6.642102984,0.448766913,16.24385047,6.944031302,2.421422544,-0.480095721,-0.011665434,-0.123106297,0.010033811,-0.08167936,0.058597612,0.034885218,-0.00204857,-0.069684926,-0.042130587,-0.041445872,-0.009903675,0.01663801,-0.004023467,-0.001173172,-0.018658288,-6.04E-05,-0.002106412,-0.010944691,-0.010855851,0.002847705,-0.011590315,0.015264421,0.002474922,0.000987807,0.632720491,0.545038821,0.370394143,0.798343564,0.739491497,0.578921823,0.244985664,0.755014336,0
CAM046234,0,1,73.31175115,15.03988232,6.79618025,0.52672082,15.01556929,7.054434079,2.212990499,-0.514859954,-0.082473652,0.044691723,-0.066779078,-0.033748544,0.038954156,0.024526472,0.017393212,-0.040359923,-0.036102874,0.031900194,0.011061998,0.018713858,-0.001401237,0.006847802,0.012242203,-0.014933579,-0.013442968,0.011902374,-0.000832543,0.005081146,-0.001468798,-0.001976246,-0.006353797,0.000880901,0.694568013,0.587848248,0.364173426,0.820130969,0.720802424,0.520389021,0.21945906,0.78054094,73.71551744,14.96267871,6.817391175,0.526402802,15.04717849,7.113456821,2.194780719,-0.516227401,-0.076417181,-0.044653422,0.081472894,-0.030832208,0.039639971,-0.018718435,-0.009721991,-0.039719558,-0.031853589,-0.030275807,-0.008396865,0.017676417,0.000560817,-0.004653095,-0.010807002,-0.015964325,-0.009166306,-0.012759253,-0.001286131,0.005889476,0.002037222,6.82E-05,0.002467617,0.001750713,0.827010969,0.751742919,0.57707506,0.603550562,0.503201751,0.333971442,0.771226594,0.228773406,0
CAM046235,0,1,70.38397606,15.07694143,6.563311046,0.513159863,15.66467106,6.909612145,2.297154794,-0.481678126,-0.068848098,0.054775523,-0.04913809,-0.083078739,0.04682768,0.015192184,-0.003174441,-0.038183299,-0.035380742,0.031918992,0.017380055,0.014490894,0.001714333,0.004826925,0.010126493,-0.000923289,-0.013266266,0.006816673,0.009320651,0.001793965,-0.000401667,-0.006523248,-0.005486774,0.002010028,0.850911504,0.746382933,0.539261803,0.725209267,0.59835021,0.355565097,0.703214338,0.296785662,70.82882322,15.42706552,6.687742478,0.526523095,15.63411516,6.982047683,2.306767279,-0.480299038,-0.055088425,-0.03123686,0.066466905,-0.085384145,0.05937915,-0.019840408,0.010172863,-0.039038841,-0.027276721,-0.026835963,-0.009585255,0.012172411,0.009464633,-0.010908838,-0.009630338,-0.006131407,-0.011813679,-0.007637202,-0.008518057,-0.000106025,-0.001033167,0.000390194,0.003965534,-0.000848781,0.630879574,0.517180421,0.32654075,0.805443736,0.722381729,0.548648701,0.33273031,0.66726969,0
CAM046236,0,1,78.12290818,15.69710955,7.282135063,0.396727501,16.39424459,7.805063289,2.155564188,-0.500457797,-0.132423514,0.093993902,-0.027821861,-0.059863205,0.029048995,0.008728119,0.005519322,-0.018716621,-0.044819743,0.040279847,0.020534715,0.034577964,0.011901323,-0.021193381,0.008830785,-0.007234361,-0.018779751,-0.002119448,-0.008360101,0.008424885,0.006600488,-0.01263625,-0.005065249,0.003631251,0.698147032,0.567666039,0.337738123,0.804941994,0.714592349,0.51141212,0.394989744,0.605010256,76.32380071,15.55460615,7.252693556,0.369475711,16.44342789,7.596298483,2.144666121,-0.502371371,-0.09919093,-0.163950575,-0.019034647,-0.089198403,0.028627991,0.027269509,0.007888763,-0.032420337,-0.057699907,-0.042293062,-0.026621004,0.043128773,-0.005681344,0.022181655,-0.006820652,0.000821106,-0.00637029,-0.011007927,-0.000286082,0.010795557,0.009633542,0.018976475,0.00854178,0.001264625,0.587167591,0.493939972,0.31945476,0.784334725,0.709982184,0.533697854,0.300402817,0.699597183,0
CAM046237,0,1,89.6964463,17.94025697,7.440064112,0.517555086,17.55606636,7.777082583,2.411304083,-0.485393625,-0.069815149,0.047283367,-0.059962536,-0.084334158,0.061924441,0.025615096,0.006069881,-0.053521892,-0.023796285,0.028953455,0.001949304,0.008778794,0.009965254,-0.000955561,0.017460945,-0.007280285,-0.017340833,0.00596356,-0.00019443,0.002281891,-0.00710139,-0.00555933,0.001771072,0.000754033,0.783113955,0.706124033,0.527944591,0.616555686,0.520352904,0.325292136,0.754561507,0.245438493,90.86314307,17.00012835,8.074252061,0.497134873,17.62129086,7.796403784,2.105474071,-0.494843916,-0.043725126,-0.098388748,0.033924889,-0.09199107,0.054479349,0.002748596,0.001292852,-0.066712103,-0.025634183,-0.04551459,-0.007289044,0.013088766,0.007985399,0.003548014,-0.014635635,-0.007845111,-0.008893108,-0.005220887,-0.004014668,0.00361533,-0.015564219,0.010908463,0.001702098,0.00011461,0.538747234,0.434044732,0.271966117,0.796192487,0.717346734,0.537011359,0.261850749,0.738149251,0
CAM046239,0,1,66.41345105,17.37291217,5.603943355,0.369540862,17.21994286,5.972793371,3.100122729,-0.371693631,-0.027639732,0.154989659,0.063423487,-0.005625068,0.077978067,-0.02338753,0.060084607,-0.115363247,-0.03855809,0.025321315,-0.020075711,-0.040045724,-0.018129693,-0.001799579,-0.025704041,0.010677896,-0.005896787,0.01886542,0.010911435,0.020080973,-0.011318555,-0.016137509,-1.32E-05,-0.003952486,0.611860146,0.409510296,0.202974781,0.763190179,0.600860736,0.378053644,0.489193933,0.510806067,65.61155243,17.12575665,5.802942658,0.366969452,17.20734198,5.8858625,2.951219348,-0.361318175,-0.025427789,-0.145639505,-0.061727775,-0.00850718,0.080934981,0.02055822,-0.056416948,-0.108183128,-0.0340099,-0.024231968,0.020249777,-0.040442276,-0.016455999,-0.003084111,0.026849787,0.008570755,-0.003887508,-0.019821007,-0.008203146,0.016868854,-0.011375259,0.010712589,-0.002055996,-0.004563602,0.563437182,0.444423178,0.26752491,0.792125582,0.685693432,0.494271599,0.327900444,0.672099556,0
CAM046240,0,1,78.08863499,15.53314594,7.277852806,0.331620887,16.18576725,7.655687555,2.134303393,-0.503527424,-0.353122466,0.053136147,-0.155827508,0.082737457,-0.127078927,-0.029933858,-0.007045675,0.065379239,-0.143454635,-0.009311721,-0.00419677,0.046736286,-0.055629741,-0.043076045,-0.027730485,-0.019467847,-0.029830175,-0.007644813,-0.015125015,-0.00512583,-0.013945488,-0.010714463,-0.006470918,-0.016391148,0.698328507,0.54183098,0.301823348,0.820917227,0.665271737,0.436470638,0.297802309,0.702197691,77.83768955,15.13128563,7.576571297,0.333246859,16.20930358,7.573070047,1.99711519,-0.506037913,0.393697437,0.075233931,-0.163773824,-0.11487869,-0.13688125,0.032383654,-0.001367426,0.068096859,0.142976146,0.003199435,-0.011050263,-0.043606379,-0.038927436,0.037128683,0.027429129,-0.024864121,0.024230133,0.003073426,-0.014021494,0.004784854,-0.005744632,0.001842501,-0.002957576,-0.016021444,0.477934353,0.359743464,0.211699094,0.801241867,0.705136199,0.511677657,0.181488606,0.818511394,0
CAM046241,0,1,73.48311707,16.05501259,6.633191314,0.505613522,16.34337647,6.982654029,2.420405477,-0.458956529,-0.062031879,0.038769866,-0.05687453,-0.077569431,0.056083021,0.017994378,-0.006401652,-0.044774022,-0.030281852,0.028765103,-0.003249131,0.017213501,0.004315186,0.002950495,0.015088087,0.002010816,-0.016262922,0.011295439,0.003049395,0.000971803,-0.000701763,-0.007105753,-0.001338363,0.001792389,0.831907733,0.675279352,0.437949319,0.71351109,0.541228047,0.298925062,0.586179291,0.413820709,72.18355302,16.0566763,6.496515511,0.468978509,16.27879993,6.883022584,2.471582846,-0.459931854,-0.061834471,-0.058520211,0.054026244,-0.077158032,0.063581525,-0.01029055,0.009090393,-0.04706323,-0.027285611,-0.022788898,0.000608698,0.015681759,0.000344679,5.05E-05,-0.01237088,-0.001694563,-0.011828716,-0.017613839,-0.001553489,0.002137956,0.001690918,0.007662783,0.000298235,0.002827921,0.57096097,0.458210532,0.292800858,0.789788979,0.695133335,0.524451931,0.31621494,0.68378506,0
CAM046242,0,1,92.15660368,17.89844611,7.356672517,0.560653045,17.83911529,7.854305378,2.432954039,-0.476640183,-0.041281614,0.027709968,-0.067064616,-0.082049369,0.068225877,0.017349393,-0.012574694,-0.046617258,-0.024029134,0.024838137,-0.004014065,0.012930495,0.009808032,0.010797114,0.014472809,-0.008412046,-0.012067263,0.014597568,0.0037103,0.001394744,0.002000013,0.000471159,0.00399268,-0.004674556,0.782149306,0.657195175,0.442931629,0.622757294,0.484390666,0.262209817,0.714293682,0.285706318,91.52747947,17.34425622,7.501537905,0.522336035,17.77906106,8.158141572,2.312093392,-0.485930145,-0.061443922,-0.023182709,0.064377175,-0.07487973,0.075385466,-0.009750618,0.010303018,-0.041444526,-0.020385111,-0.034032723,0.001419228,0.016396656,0.011071568,-0.018159555,-0.01300685,-0.01172604,-0.017915856,-0.015668894,-0.003149687,-0.000317596,-0.000320718,0.003546409,-0.004026842,-0.004802369,0.568562957,0.456614692,0.286237922,0.784762708,0.702668827,0.528540785,0.258687574,0.741312426,0
CAM046243,0,1,74.81413734,14.72588763,7.196224766,0.479216661,15.43687888,7.477664003,2.046335142,-0.537738744,-0.117451272,0.108284847,-0.032994284,-0.033751402,0.029294139,0.052817187,0.021920441,-0.017500207,-0.02190906,0.051760035,0.054273363,0.030969644,0.020986695,0.006623544,0.023695577,-0.01273214,0.00397089,-0.01635681,0.013574763,-0.00431002,0.001933672,-0.023212665,-0.005124386,-0.011341145,0.805296301,0.698580031,0.487339601,0.691488546,0.562734364,0.330823127,0.64062149,0.35937851,74.94418764,14.89069897,7.115946998,0.477645975,15.45464558,7.529531481,2.09258149,-0.532387469,0.121776414,0.096655067,-0.039493216,0.023954517,0.042278593,-0.063034164,-0.028845222,-0.015781498,0.015160553,0.046696513,0.054850648,-0.024234475,0.025941801,-0.000725686,-0.020773481,-0.02296156,0.004322484,-0.021324535,0.007523098,0.007282904,-0.007332045,0.020607563,0.008505253,-0.011103613,0.858584165,0.792504324,0.627844022,0.675586164,0.577466631,0.393392256,0.709230338,0.290769662,0
CAM046244,0,1,80.56006027,17.01264582,6.843704969,0.486293047,16.92096706,7.023056516,2.485882413,-0.458014928,-0.067707983,0.045029785,-0.051717588,-0.076306706,0.049173332,0.027961842,0.008096725,-0.054207692,-0.026370389,0.026137622,0.000428065,0.00449297,0.01489731,0.006478403,0.011195782,-0.009648136,-0.009745206,0.003073004,0.00269146,-0.002041115,0.008055399,-0.007321612,-0.000378447,-0.000446236,0.661257144,0.490998695,0.269365677,0.813464928,0.672976784,0.45783966,0.451140981,0.548859019,80.33212012,16.85756676,6.803613365,0.499921463,16.96151145,7.180773984,2.477737323,-0.459963106,-0.065063083,-0.052510247,0.038816459,-0.079409481,0.053529524,-0.02232474,-0.008797836,-0.053101315,-0.02561127,-0.038195662,-0.003730947,0.005605842,0.012976039,-0.002076891,-0.011993609,-0.006470923,-0.010244759,-0.0093229,-0.003689273,-7.02E-05,0.001778503,0.007717159,0.000179579,-0.000938954,0.791419824,0.697098084,0.513041786,0.517010486,0.414868428,0.254142616,0.747576032,0.252423968,0
CAM046245,0,1,72.06664859,15.01494525,7.173386504,0.343451111,16.44641132,6.803704617,2.093145998,-0.440479127,-0.227727964,-0.109260579,-6.73E-05,-0.002902104,-0.052037105,-0.021417642,-0.005127893,0.029264118,-0.082536874,-0.055260253,-0.024808871,0.061085383,-0.027687371,0.009683315,0.002731177,0.017812071,-0.026443496,-0.031597267,0.000212819,0.016703809,-0.002251746,-0.00738998,0.007481014,0.014542732,0.652422335,0.453385284,0.22086791,0.77443104,0.604305382,0.363299485,0.559231556,0.440768444,71.42109203,15.15277758,6.691346954,0.338364282,16.60684796,6.912389954,2.264533238,-0.441040607,-0.240424098,0.101429448,-0.008666604,0.000481081,-0.038183441,0.037015096,0.008196644,0.028105913,-0.080709267,0.048497038,0.024344767,0.054898209,-0.017367125,-0.004548944,-0.002268873,0.008360071,-0.02408189,0.027103242,0.001289205,0.015987279,0.001142737,0.01000236,-0.002018447,0.01199692,0.793723428,0.689906341,0.504038315,0.542839754,0.434468313,0.271702767,0.656527928,0.343472072,0
CAM046246,0,1,80.22530985,16.65004923,6.735123045,0.495993455,17.16621584,6.959669903,2.472122502,-0.466692187,-0.060239023,-0.067474703,0.034496217,-0.062165862,0.056057424,-0.023166751,-0.002471113,-0.045771006,-0.026713296,-0.0378845,-0.000712409,0.009886943,0.006725431,-0.004701054,-0.010458555,-0.002234088,-0.011631574,-0.017542149,-0.000986667,0.001531355,0.002635983,0.004729659,0.000373781,0.005953658,0.582189677,0.469465954,0.281474202,0.739362651,0.641979385,0.447680992,0.353867378,0.646132622,79.01541947,16.61607287,6.515995283,0.464161813,17.03137046,6.93673386,2.550043723,-0.464350079,-0.033766315,0.089943138,-0.020292854,-0.064880829,0.057885449,0.004554881,-0.007033707,-0.053646552,-0.022841653,0.039726246,0.001918009,0.01385312,-0.006694744,0.003237556,0.007211203,0.001344753,-0.003050648,0.027175659,0.007086055,0.00697573,-0.001321895,-0.013365646,0.001501506,0.001806835,0.764890399,0.689051173,0.518979297,0.51331165,0.420866667,0.272771253,0.709296045,0.290703955,0
CAM046247,0,1,71.21826989,15.83373047,6.545253624,0.463149871,16.25985484,6.886197204,2.419116414,-0.445747909,-0.081809381,0.036703459,-0.066350303,-0.061822911,0.040115758,0.028627678,0.002220643,-0.027856591,-0.039141826,0.028170011,0.007989459,0.021880142,0.003526837,0.008886507,0.015165015,-0.000169017,-0.020195982,0.008656566,0.003020617,0.000387873,0.002805083,-0.006410902,-0.006344601,0.001267455,0.614420261,0.497328769,0.292678773,0.771971961,0.67930798,0.482071024,0.453044903,0.546955097,72.47628358,15.73460641,6.6251234,0.446894561,16.24981784,7.036071619,2.374990693,-0.46007943,-0.061186481,-0.074438137,0.052630709,-0.066105313,0.040281316,0.002048154,0.006618506,-0.039191308,-0.044508354,-0.042392263,-0.006241153,0.026407263,0.001843183,-0.003910634,-0.014827136,0.00200141,-0.011318169,-0.008899378,-0.00543717,-0.001539665,-0.008390647,0.007685804,0.005838639,0.003623597,0.777767697,0.70447062,0.538587111,0.561231503,0.46340087,0.30060341,0.648944574,0.351055426,0
