efd_20_v: 0.5106787878787878,,,,,circ_d: 0.5025818181818182,,,,efd_17_d: 0.4942893081761007,,,,,percentage_0_v: 0.5042098765432099
efd_10_v: 0.505430303030303,,,,,efd_8_v: 0.5013696969696969,,,,efd_22_d: 0.4937987421383648,,,,,efd_6_v: 0.502
efd_23_d: 0.5051515151515151,,,,,efd_3_v: 0.5001454545454546,,,,efd_13_v: 0.49362264150943397,,,,,efd_19_v: 0.49975308641975313
efd_14_d: 0.5013454545454545,,,,,efd_19_v: 0.4999878787878788,,,,efd_23_v: 0.49327044025157235,,,,,minor_d: 0.49954320987654327
ar_d: 0.4994181818181818,,,,,efd_2_v: 0.4990181818181818,,,,efd_0_d: 0.49227672955974844,,,,,efd_9_d: 0.4995432098765432
efd_14_v: 0.4984363636363636,,,,,efd_16_v: 0.4979636363636364,,,,efd_0_v: 0.4917861635220126,,,,,efd_15_v: 0.4987160493827161
efd_3_v: 0.49764848484848484,,,,,efd_9_v: 0.49564848484848484,,,,efd_22_v: 0.4916100628930817,,,,,efd_5_v: 0.49858024691358027
efd_9_v: 0.4973575757575758,,,,,efd_7_d: 0.4948848484848485,,,,efd_6_d: 0.49135849056603775,,,,,efd_24_d: 0.4982222222222223
efd_21_d: 0.49573333333333336,,,,,efd_13_v: 0.492969696969697,,,,efd_1_d: 0.49127044025157235,,,,,efd_15_d: 0.49749382716049384
efd_22_v: 0.4940727272727272,,,,,efd_5_v: 0.4924121212121212,,,,efd_2_d: 0.4912578616352201,,,,,percentage_0_d: 0.49487654320987656
efd_0_v: 0.49295757575757576,,,,,efd_13_d: 0.49233939393939397,,,,efd_10_d: 0.4911069182389938,,,,,efd_11_v: 0.4947037037037037
efd_18_v: 0.4921212121212121,,,,,efd_24_v: 0.49224242424242426,,,,efd_20_v: 0.4911069182389937,,,,,minferet_v: 0.49375308641975313
efd_17_v: 0.4915272727272727,,,,,percentage_0_v: 0.49214545454545455,,,,efd_11_d: 0.4905911949685535,,,,,efd_4_v: 0.49365432098765427
efd_13_v: 0.4915030303030303,,,,,efd_10_v: 0.4919151515151515,,,,efd_19_v: 0.4905283018867925,,,,,minor_v: 0.493
efd_8_d: 0.4905939393939394,,,,,efd_21_d: 0.4906787878787878,,,,efd_5_v: 0.48968553459119496,,,,,percentage_1_d: 0.4929382716049383
efd_8_v: 0.4904121212121212,,,,,circ_v: 0.49046060606060604,,,,colour_0_b_d: 0.48948427672955974,,,,,efd_4_d: 0.49101234567901236
efd_18_d: 0.4897212121212121,,,,,efd_0_d: 0.48973333333333335,,,,efd_4_v: 0.4891823899371069,,,,,efd_21_v: 0.48924691358024686
efd_21_v: 0.4879515151515152,,,,,efd_8_d: 0.4893818181818182,,,,efd_12_d: 0.4858993710691824,,,,,efd_10_d: 0.4887530864197531
efd_4_v: 0.4876121212121212,,,,,percentage_1_v: 0.48927272727272725,,,,efd_24_d: 0.48555974842767297,,,,,efd_20_v: 0.48791358024691356
efd_23_v: 0.4864848484848485,,,,,ar_v: 0.48576969696969696,,,,efd_13_d: 0.48454088050314464,,,,,efd_3_v: 0.48685185185185187
efd_3_d: 0.48376969696969696,,,,,efd_22_d: 0.48556363636363636,,,,colour_0_r_d: 0.48428930817610055,,,,,minferet_d: 0.48428395061728396
efd_17_d: 0.4790666666666666,,,,,efd_16_d: 0.48438787878787876,,,,colour_0_g_d: 0.4796100628930817,,,,,efd_17_v: 0.483
efd_6_v: 0.4781333333333333,,,,,efd_2_d: 0.47241212121212117,,,,efd_6_v: 0.4771572327044025,,,,,efd_18_v: 0.46820987654320995
