cam.id,country,state,lat,lon,altitude.m,bam.depth.mean.wg.mapq20,species.id.pcangsd.admix.10.90,pcangsd.admix.prop.zea,pcangsd.admix.prop.arm,sex.depth.genital.consensous
CAM046070,Brazil,Roraima,2.938361,-61.005,87,4.03,arm,0.018148998,0.981850982,female
CAM046071,Brazil,Roraima,2.938361,-61.005,87,3.4,arm,0.002680755,0.997319281,female
CAM046072,Brazil,Roraima,2.938361,-61.005,87,2.28,arm,0.007497299,0.992502689,female
CAM046073,Brazil,Roraima,2.938361,-61.005,87,11.16,arm,0.006441716,0.993558288,female
CAM046074,Brazil,Roraima,2.938361,-61.005,87,3.58,arm,0.010781229,0.989218771,female
CAM046075,Brazil,Roraima,2.938361,-61.005,87,3.41,arm,0.014626162,0.985373795,female
CAM046076,Brazil,Roraima,2.938361,-61.005,87,2.82,arm,0.006061099,0.993938863,female
CAM046077,Brazil,Roraima,2.938361,-61.005,87,8.68,arm,1E-04,0.999899983,male
CAM046078,Brazil,Roraima,2.938361,-61.005,87,7.02,arm,1E-04,0.999899983,female
CAM046079,Brazil,Roraima,2.938361,-61.005,87,12.87,arm,0.001698986,0.998301029,female
CAM046080,Brazil,Roraima,2.938361,-61.005,87,1.38,arm,0.017929036,0.982070982,female
CAM046081,Brazil,Roraima,2.938361,-61.005,87,2.93,arm,0.020897014,0.979102969,male
CAM046084,Brazil,Roraima,2.938361,-61.005,87,2.5,arm,0.022266185,0.977733791,female
CAM046086,Brazil,Roraima,2.938361,-61.005,87,2.22,hyb,0.219654217,0.780345798,cant.be.det
CAM046087,Brazil,Roraima,2.938361,-61.005,87,39.52,arm,1E-04,0.999899983,female
CAM046089,Brazil,Roraima,2.938361,-61.005,87,8.17,arm,0.002274775,0.997725248,female
CAM046091,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,3.84,zea,0.971670449,0.028329609,female
CAM046092,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,3.96,arm,0.01378324,0.986216784,male
CAM046093,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,3.4,arm,0.008921525,0.991078496,female
CAM046096,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,10.1,arm,0.00102062,0.99897939,female
CAM046097,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,2.25,arm,0.011698246,0.988301754,female
CAM046098,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,6.27,zea,0.954980195,0.045019787,female
CAM046101,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,7.61,zea,0.98292309,0.017076923,female
CAM046105,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,7.89,arm,1E-04,0.999899983,female
CAM046108,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,1.26,arm,0.000100001,0.999899983,female
CAM046109,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,3.74,arm,1E-04,0.999899983,male
CAM046113,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,5.5,arm,0.010520725,0.989479244,male
CAM046114,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,4.57,arm,0.026669566,0.973330438,female
CAM046117,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,7.61,zea,0.979676604,0.02032339,female
CAM046118,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,1.52,zea,0.977844238,0.022155743,female
CAM046120,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,2.81,zea,0.956786156,0.043213826,male
CAM046121,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,11.33,zea,0.963873804,0.036126174,female
CAM046122,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,4.94,arm,0.000100021,0.999899983,female
CAM046124,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,4.51,arm,0.024822993,0.97517699,male
CAM046125,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,2.6,zea,0.965892255,0.034107741,female
CAM046126,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,2.2,arm,0.011362989,0.98863703,female
CAM046127,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,10.8,arm,0.014617174,0.985382855,male
CAM046128,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,2.33,arm,0.014970492,0.985029519,female
CAM046131,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,10.25,zea,0.955617368,0.044382587,male
CAM046132,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,0.59,zea,0.981570125,0.018429864,cant.be.det
CAM046136,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,4.59,zea,0.972157896,0.027842142,male
CAM046137,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,8.77,zea,0.98724401,0.012756,male
CAM046138,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,0.88,zea,0.999711454,0.000288522,female
CAM046141,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,6.88,zea,0.998688281,0.001311717,male
CAM046142,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,10.15,zea,0.995428801,0.004571198,male
CAM046144,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,2.72,zea,0.9231112,0.076888807,male
CAM046145,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,3.21,zea,0.930577099,0.069422849,female
CAM046146,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,10.74,zea,0.98254019,0.017459832,male
CAM046147,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,3.03,zea,0.999899983,1E-04,male
CAM046148,Brazil,Rio Grande do Sul,-28.226633,-52.403625,682,9.71,zea,0.999288082,0.000711911,male
CAM046210,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.35,hyb,0.234749883,0.765250087,male
CAM046211,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.82,arm,0.057449032,0.942550957,female
CAM046212,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.77,arm,0.004582586,0.995417356,female
CAM046213,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.6,arm,0.005516415,0.99448359,cant.be.det
CAM046214,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.09,arm,0.004503345,0.99549669,female
CAM046215,Brazil,Mato Grosso,-11.876036,-55.597822,380,7.29,arm,0.004352636,0.995647371,female
CAM046219,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.05,arm,0.004738231,0.995261729,male
CAM046220,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.49,arm,0.017281197,0.982718766,female
CAM046221,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.68,arm,1E-04,0.999899983,female
CAM046222,Brazil,Mato Grosso,-11.876036,-55.597822,380,1.6,arm,0.005894801,0.99410516,female
CAM046223,Brazil,Mato Grosso,-11.876036,-55.597822,380,12.04,arm,0.014576711,0.985423326,male
CAM046224,Brazil,Mato Grosso,-11.876036,-55.597822,380,1.6,arm,0.004750662,0.995249331,male
CAM046225,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.11,arm,1E-04,0.999899983,female
CAM046226,Brazil,Mato Grosso,-11.876036,-55.597822,380,7.79,arm,0.003664743,0.996335208,female
CAM046227,Brazil,Mato Grosso,-11.876036,-55.597822,380,2.94,arm,0.019702051,0.980297983,male
CAM046228,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.54,arm,0.001770392,0.998229563,female
CAM046229,Brazil,Mato Grosso,-11.876036,-55.597822,380,1.4,arm,0.002277135,0.997722864,female
CAM046230,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.93,arm,0.000106242,0.999893785,male
CAM046231,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.99,arm,0.029076621,0.970923364,male
CAM046232,Brazil,Mato Grosso,-11.876036,-55.597822,380,2.83,arm,0.02075406,0.979245961,male
CAM046233,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.87,arm,0.003726879,0.9962731,male
CAM046234,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.25,arm,0.049248237,0.950751722,cant.be.det
CAM046235,Brazil,Mato Grosso,-11.876036,-55.597822,380,2.05,arm,0.000286895,0.999713123,male
CAM046236,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.8,arm,0.00792075,0.992079258,cant.be.det
CAM046237,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.5,arm,0.012888184,0.987111866,cant.be.det
CAM046238,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.22,arm,1E-04,0.999899983,male
CAM046239,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.1,arm,0.006195211,0.993804753,male
CAM046240,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.43,arm,0.005123032,0.994876981,cant.be.det
CAM046241,Brazil,Mato Grosso,-11.876036,-55.597822,380,1.18,arm,0.011332759,0.98866725,male
CAM046242,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.16,arm,0.001387288,0.998612761,male
CAM046243,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.61,arm,0.009241189,0.990758836,female
CAM046244,Brazil,Mato Grosso,-11.876036,-55.597822,380,4.35,arm,0.013378495,0.986621499,female
CAM046245,Brazil,Mato Grosso,-11.876036,-55.597822,380,6.73,arm,0.001943489,0.998056471,male
CAM046246,Brazil,Mato Grosso,-11.876036,-55.597822,380,15.34,arm,0.003554147,0.996445835,male
CAM046247,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.06,arm,0.006525361,0.993474662,female
CAM046248,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.3,arm,0.010808122,0.98919189,female
CAM046249,Brazil,Mato Grosso,-11.876036,-55.597822,380,3,arm,0.020698946,0.979301035,female
CAM046250,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.65,arm,0.026063342,0.973936677,female
CAM046251,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.15,arm,0.005852801,0.994147241,male
CAM046252,Brazil,Mato Grosso,-11.876036,-55.597822,380,4.32,arm,0.025493627,0.974506319,male
CAM046253,Brazil,Mato Grosso,-11.876036,-55.597822,380,4.2,arm,0.000100009,0.999899983,male
CAM046254,Brazil,Mato Grosso,-11.876036,-55.597822,380,5.67,arm,0.00999801,0.990001976,male
CAM046255,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.79,arm,0.015877692,0.984122336,female
CAM046256,Brazil,Mato Grosso,-11.876036,-55.597822,380,4.61,arm,0.012496814,0.987503231,female
CAM046257,Brazil,Mato Grosso,-11.876036,-55.597822,380,4.47,arm,0.004102486,0.995897532,female
CAM046258,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.77,arm,0.026489355,0.973510623,female
CAM046259,Brazil,Mato Grosso,-11.876036,-55.597822,380,2.38,arm,0.019186979,0.980813026,female
CAM046260,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.17,arm,0.012557045,0.987442911,female
CAM046263,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.47,arm,0.013868809,0.986131191,male
CAM046264,Brazil,Mato Grosso,-11.876036,-55.597822,380,4.07,arm,0.010287157,0.989712834,male
CAM046265,Brazil,Mato Grosso,-11.876036,-55.597822,380,3.33,arm,0.003620031,0.996379972,male
CAM046268,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.37,zea,0.987051606,0.01294837,cant.be.det
CAM046269,Brazil,Mato Grosso,-11.876036,-55.597822,380,0.19,hyb,0.814181268,0.185818702,female
CAM046270,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,1.41,zea,0.986174762,0.013825247,female
CAM046271,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,2.25,zea,0.995893836,0.004106205,female
CAM046272,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,2.38,arm,0.024743857,0.975256145,male
CAM046280,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,7.33,zea,0.996982515,0.003017487,female
CAM046281,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,0.14,hyb,0.848699689,0.151300266,female
CAM046284,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,4.49,arm,1E-04,0.999899983,female
CAM046285,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,1.39,arm,0.000100012,0.999899983,male
CAM046290,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,7.85,zea,0.994517386,0.0054826,female
CAM046296,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,3.77,arm,0.023932213,0.976067781,male
CAM046298,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,2.95,arm,0.00010002,0.999899983,female
CAM046300,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,3.69,arm,0.004715282,0.995284736,female
CAM046302,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,8.09,arm,0.001362962,0.998637021,female
CAM046306,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,2.56,zea,0.989077032,0.010922994,female
CAM046307,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,7.54,zea,0.999899983,1E-04,female
CAM046308,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,6.55,hyb,0.877395213,0.122604795,female
CAM046311,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,4.89,arm,0.002927121,0.997072875,male
CAM046312,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,8.39,arm,0.013357371,0.986642659,female
CAM046313,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,6.22,hyb,0.621324837,0.378675193,female
CAM046314,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,1.11,hyb,0.687218964,0.312781006,cant.be.det
CAM046315,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,1.86,arm,0.006124887,0.993875086,female
CAM046316,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,4.04,arm,0.019964917,0.980035067,male
CAM046317,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,8.65,arm,0.023264565,0.976735413,male
CAM046318,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,3.3,arm,0.014962923,0.985037088,male
CAM046319,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,3.24,arm,0.015026291,0.984973729,male
CAM046321,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,4.11,zea,0.999899983,1E-04,female
CAM046322,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,6.98,zea,0.977611661,0.02238833,female
CAM046323,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,4.8,zea,0.985851943,0.014148092,male
CAM046326,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,6.1,zea,0.947659791,0.052340239,male
CAM046327,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,2.97,zea,0.974955916,0.025044078,male
CAM046328,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,5.39,zea,0.983272314,0.016727664,female
CAM046329,Brazil,Mato Grosso do Sul,-18.780444,-52.517097,806,3.36,zea,0.948350489,0.051649481,female
CAM046330,Brazil,Goias,-15.1725,-49.668612,NA,22.11,arm,0.001636706,0.998363316,female
CAM046331,Brazil,Goias,-15.1725,-49.668612,NA,35.83,arm,1E-04,0.999899983,male
CAM046332,Brazil,Goias,-15.1725,-49.668612,NA,13,arm,0.014659994,0.985339999,female
CAM046333,Brazil,Goias,-15.1725,-49.668612,NA,9.72,arm,0.011002308,0.988997698,female
CAM046334,Brazil,Goias,-15.1725,-49.668612,NA,33.76,arm,0.005336846,0.994663119,female
CAM046335,Brazil,Goias,-15.1725,-49.668612,1000,5.52,arm,0.018009162,0.981990814,male
CAM046336,Brazil,Goias,-15.1725,-49.668612,NA,45.33,arm,1E-04,0.999899983,female
CAM046337,Brazil,Goias,-15.1725,-49.668612,NA,18.25,arm,0.002441369,0.997558653,female
CAM046339,Brazil,Goias,-15.1725,-49.668612,1000,9.66,arm,1E-04,0.999899983,male
CAM046340,Brazil,Goias,-15.1725,-49.668612,1000,3.14,hyb,0.285483509,0.714516461,male
CAM046342,Brazil,Goias,-15.1725,-49.668612,1000,0.23,arm,0.066156901,0.933843136,cant.be.det
CAM046343,Brazil,Goias,-15.1725,-49.668612,1000,7.34,arm,0.006235025,0.993764937,female
CAM046344,Brazil,Goias,-15.1725,-49.668612,1000,0.37,hyb,0.233851582,0.766148388,cant.be.det
CAM046345,Brazil,Goias,-15.1725,-49.668612,1000,0.23,hyb,0.296141148,0.703858852,cant.be.det
CAM046346,Brazil,Goias,-15.1725,-49.668612,1000,12.07,arm,0.007465287,0.992534697,female
CAM046347,Brazil,Goias,-15.1725,-49.668612,1000,3.9,arm,1E-04,0.999899983,male
CAM046348,Brazil,Goias,-15.1725,-49.668612,1000,4.21,arm,0.002435761,0.997564256,female
CAM046349,Brazil,Goias,-15.1725,-49.668612,1000,6.98,arm,0.005017498,0.994982481,male
CAM046350,Brazil,Goias,-15.1725,-49.668612,1000,2.72,arm,0.017023737,0.982976258,male
CAM046351,Brazil,Goias,-15.1725,-49.668612,NA,25.86,arm,0.013706379,0.986293614,female
CAM046360,Brazil,Goias,-15.1725,-49.668612,NA,11.63,arm,0.002177037,0.99782294,male
CAM046361,Brazil,Goias,-15.1725,-49.668612,1000,0.19,hyb,0.118373372,0.881626606,cant.be.det
CAM046362,Brazil,Goias,-15.1725,-49.668612,NA,7.37,arm,0.015713952,0.98428607,female
CAM046363,Brazil,Goias,-15.1725,-49.668612,NA,16.32,arm,1E-04,0.999899983,female
CAM046364,Brazil,Goias,-15.1725,-49.668612,1000,1.04,arm,1E-04,0.999899983,male
CAM046365,Brazil,Goias,-15.1725,-49.668612,1000,12.2,arm,0.002564422,0.99743557,male
CAM046366,Brazil,Goias,-15.1725,-49.668612,1000,11.55,arm,0.012944593,0.987055421,male
CAM046367,Brazil,Goias,-15.1725,-49.668612,1000,8.85,arm,0.010030692,0.989969313,male
CAM046369,Brazil,Goias,-15.1725,-49.668612,1000,4.8,zea,0.999899983,1E-04,female
CAM046370,Brazil,Goias,-15.1725,-49.668612,1000,7.75,arm,1E-04,0.999899983,female
CAM046371,Brazil,Goias,-15.1725,-49.668612,1000,11.31,arm,0.004745846,0.995254159,male
CAM046372,Brazil,Goias,-15.1725,-49.668612,1000,6.27,arm,1E-04,0.999899983,male
CAM046373,Brazil,Goias,-15.1725,-49.668612,1000,0.59,arm,0.0001,0.999899983,cant.be.det
CAM046375,Brazil,Goias,-15.1725,-49.668612,1000,9.03,arm,1E-04,0.999899983,male
CAM046377,Brazil,Goias,-15.1725,-49.668612,1000,6.78,arm,0.006797847,0.99320215,female
CAM046379,Brazil,Goias,-15.1725,-49.668612,1000,0.49,arm,1E-04,0.999899983,cant.be.det
CAM046381,Brazil,Goias,-15.1725,-49.668612,1000,8.66,arm,1E-04,0.999899983,female
CAM046382,Brazil,Goias,-15.1725,-49.668612,1000,3.8,arm,0.016048383,0.983951628,male
CAM046383,Brazil,Goias,-15.1725,-49.668612,1000,3.88,arm,0.008913259,0.991086721,male
CAM046384,Brazil,Goias,-15.1725,-49.668612,1000,2.31,arm,0.02069211,0.97930789,male
CAM046390,Brazil,Goias,-15.1725,-49.668612,1000,6.29,arm,0.000994892,0.999005079,male
CAM046391,Brazil,Goias,-15.1725,-49.668612,1000,3.24,arm,0.008600336,0.991399646,male
CAM046392,Brazil,Goias,-15.1725,-49.668612,1000,9.99,arm,0.007362294,0.992637753,female
CAM046394,Brazil,Goias,-15.1725,-49.668612,1000,3.03,arm,1E-04,0.999899983,male
CAM046395,Brazil,Goias,-15.1725,-49.668612,1000,2.48,arm,1E-04,0.999899983,male
CAM046396,Brazil,Goias,-15.1725,-49.668612,1000,1.71,arm,0.00090222,0.999097764,male
CAM046397,Brazil,Goias,-15.1725,-49.668612,1000,4,arm,1E-04,0.999899983,male
CAM046399,Brazil,Goias,-15.1725,-49.668612,1000,3.71,arm,0.003598511,0.996401489,female
CAM046400,Brazil,Goias,-15.1725,-49.668612,1000,0.63,arm,0.00091297,0.999087036,cant.be.det
CAM046401,Brazil,Goias,-15.1725,-49.668612,1000,2.11,arm,0.001951265,0.998048723,male
CAM046402,Brazil,Goias,-15.1725,-49.668612,1000,3.78,arm,1E-04,0.999899983,female
CAM046404,Brazil,Goias,-15.1725,-49.668612,1000,5.6,arm,1E-04,0.999899983,male
CAM046405,Brazil,Goias,-15.1725,-49.668612,1000,7.16,arm,0.003228427,0.996771574,male
CAM046407,Brazil,Goias,-15.1725,-49.668612,1000,8.23,arm,1E-04,0.999899983,male
CAM046409,Brazil,Goias,-15.1725,-49.668612,1000,6.03,arm,0.006752868,0.993247151,male
CAM046410,Brazil,Goias,-15.1725,-49.668612,1000,6.22,arm,0.0082218,0.991778195,male
CAM046415,Brazil,Goias,-15.1725,-49.668612,1000,7.86,arm,0.013257069,0.986742914,male
CAM046417,Brazil,Goias,-15.1725,-49.668612,1000,7.83,arm,0.014925089,0.985074878,male
CAM046418,Brazil,Goias,-15.1725,-49.668612,1000,6.89,arm,0.004569336,0.995430648,male
CAM046419,Brazil,Goias,-15.1725,-49.668612,1000,7.77,arm,1E-04,0.999899983,male
CAM046420,Brazil,Goias,-15.1725,-49.668612,1000,0.19,zea,0.991206825,0.008793189,cant.be.det
CAM046421,Brazil,Goias,-15.1725,-49.668612,1000,2.19,arm,1E-04,0.999899983,male
CAM046423,Brazil,Goias,-15.1725,-49.668612,1000,1.71,zea,0.939220369,0.060779676,female
CAM046424,Brazil,Goias,-15.1725,-49.668612,1000,10.32,zea,0.970486581,0.029513407,female
CAM046425,Brazil,Goias,-15.1725,-49.668612,1000,1.47,zea,0.987020969,0.012979019,female
CAM046426,Brazil,Goias,-15.1725,-49.668612,1000,1.42,zea,0.928127348,0.071872644,male
CAM046427,Brazil,Goias,-15.1725,-49.668612,1000,8.61,arm,0.002055318,0.997944713,male
CAM046428,Brazil,Goias,-15.1725,-49.668612,1000,4.58,arm,0.093999043,0.906000912,male
CAM046429,Brazil,Goias,-15.1725,-49.668612,1000,0.88,arm,0.009542444,0.990457535,cant.be.det
CAM046433,Brazil,Goias,-15.1725,-49.668612,NA,15.09,arm,0.005532798,0.994467258,male
CAM046434,Brazil,Goias,-15.1725,-49.668612,1000,3.52,arm,0.007064668,0.992935359,male
CAM046436,Brazil,Goias,-15.1725,-49.668612,1000,6.18,arm,0.024552025,0.975448012,male
CAM046437,Brazil,Goias,-15.1725,-49.668612,1000,6.63,arm,1E-04,0.999899983,male
CAM046440,Brazil,Goias,-15.1725,-49.668612,1000,7.07,arm,1E-04,0.999899983,male
CAM046441,Brazil,Goias,-15.1725,-49.668612,1000,1.28,arm,1E-04,0.999899983,female
CAM046442,Brazil,Goias,-15.1725,-49.668612,1000,1.57,arm,0.021903189,0.978096783,female
CAM046444,Brazil,Goias,-15.1725,-49.668612,1000,10.52,arm,1E-04,0.999899983,male
CAM046446,Brazil,Goias,-15.1725,-49.668612,1000,1.5,arm,0.009726714,0.990273297,male
CAM046448,Brazil,Goias,-15.1725,-49.668612,NA,9.21,zea,0.987898052,0.012101985,female
CAM046449,Brazil,Goias,-15.1725,-49.668612,NA,6.65,zea,0.984972715,0.015027263,female
CAM046450,Brazil,Goias,-15.1725,-49.668612,NA,6.19,hyb,0.163892448,0.836107552,male
CAM046451,Brazil,Goias,-15.1725,-49.668612,NA,16.48,zea,0.999899983,1E-04,male
CAM046454,Brazil,Goias,-15.1725,-49.668612,1000,4.26,zea,0.960644126,0.039355844,female
CAM046455,Brazil,Goias,-15.1725,-49.668612,NA,4.23,hyb,0.3039895,0.69601053,male
CAM046456,Brazil,Goias,-15.1725,-49.668612,NA,8.73,zea,0.978972077,0.0210279,female
CAM046457,Brazil,Goias,-15.1725,-49.668612,NA,13.58,arm,0.001125048,0.998874903,female
CAM046458,Brazil,Goias,-15.1725,-49.668612,NA,12.64,zea,0.992649436,0.007350596,female
CAM046459,Brazil,Goias,-15.1725,-49.668612,NA,13.97,zea,0.988524258,0.011475768,female
CAM046460,Brazil,Goias,-15.1725,-49.668612,NA,13.9,zea,0.987048149,0.012951801,male
CAM046462,Brazil,Goias,-15.1725,-49.668612,NA,13.95,zea,0.993678868,0.006321186,female
CAM046463,Brazil,Goias,-15.1725,-49.668612,NA,16.39,zea,0.999429226,0.000570749,female
CAM046464,Brazil,Goias,-15.1725,-49.668612,NA,18.7,zea,0.987398446,0.012601511,male
CAM046465,Brazil,Goias,-15.1725,-49.668612,NA,17.72,hyb,0.109696329,0.890303671,male
CAM046466,Brazil,Goias,-15.1725,-49.668612,NA,17.37,hyb,0.409632802,0.590367138,male
CAM046468,Brazil,Goias,-15.1725,-49.668612,1000,2.45,arm,1E-04,0.999899983,female
CAM046469,Brazil,Goias,-15.1725,-49.668612,NA,12.67,arm,0.006144591,0.993855357,male
CAM046471,Brazil,Goias,-15.1725,-49.668612,1000,6.02,zea,0.99390769,0.006092345,male
CAM046472,Brazil,Goias,-15.1725,-49.668612,NA,12.37,arm,0.005449647,0.994550347,male
CAM046473,Brazil,Goias,-15.1725,-49.668612,NA,11.54,arm,0.005350344,0.994649649,male
CAM046476,Brazil,Goias,-15.1725,-49.668612,1000,6.22,zea,0.984819472,0.015180572,male
CAM046477,Brazil,Goias,-15.1725,-49.668612,NA,9.41,arm,0.000876905,0.999123096,male
CAM046478,Brazil,Goias,-15.1725,-49.668612,1000,10.45,arm,0.010975072,0.989024878,male
CAM046479,Brazil,Goias,-15.1725,-49.668612,NA,29.75,zea,0.999899983,1E-04,female
CAM046480,Brazil,Bahia,-13.29989189,-45.97986972,NA,2.39,arm,0.008795838,0.991204143,male
CAM046481,Brazil,Bahia,-13.29989189,-45.97986972,NA,0.1,arm,0.009558254,0.99044174,cant.be.det
CAM046482,Brazil,Bahia,-13.29989189,-45.97986972,NA,3.46,zea,0.961291671,0.038708284,female
CAM046483,Brazil,Bahia,-13.29989189,-45.97986972,NA,3.46,zea,0.959831595,0.040168423,female
CAM046484,Brazil,Bahia,-13.29989189,-45.97986972,NA,5.35,arm,0.01610007,0.983899891,female
CAM046485,Brazil,Bahia,-13.29989189,-45.97986972,NA,23.26,arm,0.00553976,0.994460225,female
CAM046486,Brazil,Bahia,-13.29989189,-45.97986972,NA,14.84,arm,0.011645189,0.988354802,female
CAM046487,Brazil,Bahia,-13.29989189,-45.97986972,NA,30.27,arm,1E-04,0.999899983,male
CAM046488,Brazil,Bahia,-13.29989189,-45.97986972,NA,17.6,arm,0.001941248,0.998058736,male
CAM046489,Brazil,Bahia,-13.29989189,-45.97986972,NA,4.73,arm,0.014755488,0.985244513,female
CAM046490,Brazil,Bahia,-13.29989189,-45.97986972,NA,5.19,arm,1E-04,0.999899983,male
CAM046491,Brazil,Bahia,-13.29989189,-45.97986972,NA,7.84,arm,1E-04,0.999899983,female
CAM046492,Brazil,Bahia,-13.29989189,-45.97986972,NA,8.45,arm,0.008199064,0.991800964,male
CAM046493,Brazil,Bahia,-13.29989189,-45.97986972,NA,11.62,arm,1E-04,0.999899983,female
CAM046494,Brazil,Bahia,-13.40210605,-46.09504532,NA,7.42,arm,0.006248317,0.993751645,male
CAM046495,Brazil,Bahia,-13.40210605,-46.09504532,NA,6.31,arm,1E-04,0.999899983,female
CAM046496,Brazil,Bahia,-13.29989189,-45.97986972,NA,5.53,hyb,0.512373567,0.487626433,female
CAM046497,Brazil,Bahia,-13.40210605,-46.09504532,NA,21.41,arm,0.008496598,0.991503417,male
CAM046498,Brazil,Bahia,-13.29989189,-45.97986972,NA,2.16,arm,0.028135598,0.971864402,female
CAM046499,Brazil,Bahia,-13.29989189,-45.97986972,NA,7.73,hyb,0.519457579,0.480542392,female
CAM046500,Brazil,Bahia,-13.29989189,-45.97986972,NA,9.05,arm,0.013576913,0.986423075,female
CAM046501,Brazil,Bahia,-13.29989189,-45.97986972,NA,7.73,arm,0.024196759,0.975803256,female
