cam.id,country,state,lat,lon,altitude.m,bam.depth.mean.wg.mapq20,species.id.pcangsd.admix.10.90,pcangsd.admix.prop.zea,pcangsd.admix.prop.arm,sex.depth.genital.consensous
CAM046502,Brazil,Bahia,-13.29989189,-45.97986972,NA,10.97,arm,1E-04,0.999899983,female
CAM046503,Brazil,Bahia,-13.29989189,-45.97986972,NA,9.31,arm,1E-04,0.999899983,female
CAM046507,Brazil,Bahia,-11.29435809,-46.06507699,NA,7.56,arm,1E-04,0.999899983,female
CAM046508,Brazil,Bahia,-11.29435809,-46.06507699,NA,5.48,arm,0.004075066,0.99592495,female
CAM046510,Brazil,Bahia,-11.29435809,-46.06507699,NA,6.99,arm,0.008175979,0.991824031,female
CAM046511,Brazil,Bahia,-11.29435809,-46.06507699,NA,0.64,arm,0.035841804,0.964158177,cant.be.det
CAM046512,Brazil,Bahia,-11.29435809,-46.06507699,NA,4.1,arm,1E-04,0.999899983,female
CAM046515,Brazil,Bahia,-11.29435809,-46.06507699,NA,1.36,arm,0.072538845,0.927461147,female
CAM046516,Brazil,Bahia,-11.29435809,-46.06507699,NA,1.55,arm,0.090243384,0.90975666,male
CAM046517,Brazil,Bahia,-11.29435809,-46.06507699,NA,1.85,arm,0.023505863,0.976494133,female
CAM046518,Brazil,Bahia,-11.29435809,-46.06507699,NA,3.41,arm,0.015466938,0.984533072,female
CAM046520,Brazil,Bahia,-11.29435809,-46.06507699,NA,8.84,arm,1E-04,0.999899983,male
CAM046521,Brazil,Bahia,-11.29435809,-46.06507699,NA,7.55,arm,0.004418293,0.995581686,female
CAM046523,Brazil,Bahia,-11.29435809,-46.06507699,NA,1.84,arm,0.006890216,0.993109763,male
CAM046526,Brazil,Bahia,-11.29435809,-46.06507699,NA,2.54,arm,0.047032751,0.952967227,cant.be.det
CAM046527,Brazil,Bahia,-11.29435809,-46.06507699,NA,0.28,arm,0.041515585,0.958484411,cant.be.det
CAM046529,Brazil,Bahia,-11.29435809,-46.06507699,NA,2.49,arm,0.098143652,0.901856363,male
CAM046530,Brazil,Bahia,-13.008656,-46.107366,NA,1.25,arm,0.011686259,0.988313735,female
CAM046531,Brazil,Bahia,-13.008656,-46.107366,NA,1.1,arm,0.004079849,0.995920181,cant.be.det
CAM046532,Brazil,Bahia,-13.008656,-46.107366,NA,6.76,arm,0.000100003,0.999899983,cant.be.det
CAM046533,Brazil,Bahia,-13.008656,-46.107366,NA,0.5,arm,0.010591,0.98940897,cant.be.det
CAM046534,Brazil,Bahia,-13.008656,-46.107366,NA,6.28,arm,1E-04,0.999899983,male
CAM046535,Brazil,Bahia,-13.008656,-46.107366,NA,2.46,arm,0.005164527,0.994835496,female
CAM046536,Brazil,Bahia,-13.008656,-46.107366,NA,6.64,arm,0.006800894,0.99319911,male
CAM046537,Brazil,Bahia,-13.008656,-46.107366,NA,1.04,arm,0.002440053,0.997559965,cant.be.det
CAM046538,Brazil,Bahia,-13.008656,-46.107366,NA,0.24,arm,0.027945297,0.97205472,cant.be.det
CAM046539,Brazil,Bahia,-13.008656,-46.107366,NA,1.33,arm,1E-04,0.999899983,male
CAM046540,Brazil,Bahia,-13.40210605,-46.09504532,NA,0.23,arm,0.025212951,0.974787056,cant.be.det
CAM046545,Brazil,Bahia,-14.31344948,-45.49183549,NA,4.84,arm,1E-04,0.999899983,male
CAM046546,Brazil,Bahia,-14.31344948,-45.49183549,NA,4.69,arm,0.018399794,0.981600165,cant.be.det
CAM046547,Brazil,Bahia,-14.31344948,-45.49183549,NA,2.54,arm,0.016032917,0.983967125,female
CAM046548,Brazil,Bahia,-14.31344948,-45.49183549,NA,1.35,arm,0.005342111,0.994657934,male
CAM046549,Brazil,Bahia,-13.40210605,-46.09504532,NA,2.09,arm,0.005537588,0.99446243,female
CAM046552,Brazil,Bahia,-13.76140743,-46.16299238,NA,2.08,arm,1E-04,0.999899983,male
CAM046553,Brazil,Bahia,-13.76140743,-46.16299238,NA,3.38,arm,1E-04,0.999899983,male
CAM046554,Brazil,Bahia,-13.76140743,-46.16299238,NA,2.77,arm,1E-04,0.999899983,female
CAM046555,Brazil,Bahia,-13.40210605,-46.09504532,NA,0.53,arm,0.01990623,0.980093777,cant.be.det
CAM046557,Brazil,Bahia,-13.40210605,-46.09504532,NA,3.21,arm,0.008629806,0.991370201,female
CAM046558,Brazil,Bahia,-13.40210605,-46.09504532,NA,3.23,arm,0.007812327,0.992187619,male
CAM046560,Brazil,Bahia,-13.76140743,-46.16299238,NA,5.65,arm,1E-04,0.999899983,male
CAM046561,Brazil,Bahia,-13.76140743,-46.16299238,NA,2.55,arm,1E-04,0.999899983,female
CAM046562,Brazil,Bahia,-13.76140743,-46.16299238,NA,8.55,arm,1E-04,0.999899983,male
CAM046565,Brazil,Bahia,-11.78602353,-44.3757592,NA,15.23,arm,0.000183104,0.999816895,female
CAM046566,Brazil,Bahia,-11.78602353,-44.3757592,NA,3.95,hyb,0.669554591,0.330445379,female
CAM046567,Brazil,Bahia,-11.78602353,-44.3757592,NA,2.68,arm,0.018898882,0.981101155,male
CAM046568,Brazil,Bahia,-11.78602353,-44.3757592,NA,8.67,arm,1E-04,0.999899983,female
CAM046569,Brazil,Bahia,-11.78602353,-44.3757592,NA,3.36,arm,0.003050254,0.996949732,female
CAM046570,Brazil,Bahia,-13.40210605,-46.09504532,NA,3.14,arm,1E-04,0.999899983,male
CAM046573,Brazil,Bahia,-13.40210605,-46.09504532,NA,9.5,hyb,0.797597587,0.202402383,female
CAM046574,Brazil,Bahia,-13.40210605,-46.09504532,NA,9.11,hyb,0.382867277,0.617132723,female
CAM046575,Brazil,Bahia,-13.40210605,-46.09504532,NA,2.95,arm,0.033466645,0.966533363,female
CAM046576,Brazil,Bahia,-13.40210605,-46.09504532,NA,4.31,arm,0.092940174,0.907059848,female
CAM046580,Brazil,Bahia,-13.40210605,-46.09504532,NA,27.94,arm,1E-04,0.999899983,male
CAM046582,Brazil,Bahia,-13.40210605,-46.09504532,NA,1.27,arm,0.005519699,0.994480312,male
CAM046586,Brazil,Bahia,-13.40210605,-46.09504532,NA,9.79,arm,0.001792186,0.998207808,male
CAM046588,Brazil,Bahia,-13.40210605,-46.09504532,NA,3.61,arm,0.014520105,0.985479891,female
CAM046589,Brazil,Bahia,-13.40210605,-46.09504532,NA,0.71,arm,0.01702526,0.982974768,cant.be.det
CAM046590,Brazil,Bahia,-13.40210605,-46.09504532,NA,5.49,arm,0.014805103,0.985194921,male
CAM046592,Brazil,Bahia,-13.40210605,-46.09504532,NA,3.99,arm,0.006333454,0.99366653,male
CAM046593,Brazil,Bahia,-13.40210605,-46.09504532,NA,0.53,arm,0.017165618,0.982834339,cant.be.det
CAM046594,Brazil,Bahia,-13.40210605,-46.09504532,NA,3.95,arm,1E-04,0.999899983,female
CAM046596,Brazil,Bahia,-13.40210605,-46.09504532,NA,2.3,arm,0.003841383,0.9961586,female
CAM046597,Brazil,Bahia,-13.40210605,-46.09504532,NA,14.81,arm,0.005371898,0.994628131,female
CAM046598,Brazil,Bahia,-13.40210605,-46.09504532,NA,6.95,arm,0.019018264,0.980981767,female
CAM046599,Brazil,Bahia,-13.40210605,-46.09504532,NA,1.47,arm,0.006264767,0.993735194,male
CAM046600,Brazil,Bahia,-12.006944,-44.693889,NA,8.17,arm,1E-04,0.999899983,female
CAM046601,Brazil,Bahia,-12.1863606,-46.01677819,NA,2.34,arm,0.017982567,0.982017457,male
CAM046602,Brazil,Bahia,-12.1863606,-46.01677819,NA,2.36,zea,0.999899924,0.000100063,female
CAM046603,Brazil,Bahia,-12.1863606,-46.01677819,NA,7.87,zea,0.980590522,0.019409506,female
CAM046604,Brazil,Bahia,-12.1863606,-46.01677819,NA,8.84,hyb,0.510930538,0.489069432,male
CAM046606,Brazil,Bahia,-13.40210605,-46.09504532,NA,8.52,arm,1E-04,0.999899983,male
CAM046607,Brazil,Bahia,-12.1863606,-46.01677819,NA,6.72,zea,0.998098612,0.001901382,female
CAM046608,Brazil,Bahia,-12.1863606,-46.01677819,NA,7.48,zea,0.997405171,0.002594841,female
CAM046609,Brazil,Bahia,-12.1863606,-46.01677819,NA,6.13,zea,0.986691773,0.013308208,male
CAM046610,Brazil,Bahia,-12.1863606,-46.01677819,NA,7.05,zea,0.999310255,0.000689692,female
CAM046611,Brazil,Bahia,-12.1863606,-46.01677819,NA,4.57,zea,0.999885261,0.000114764,female
CAM046612,Brazil,Bahia,-12.1863606,-46.01677819,NA,5.32,zea,0.99513793,0.004862049,female
CAM046613,Brazil,Bahia,-12.1863606,-46.01677819,NA,4.82,arm,0.017668379,0.982331574,male
CAM046614,Brazil,Bahia,-12.1863606,-46.01677819,NA,7.73,arm,0.00164588,0.998354077,male
CAM046615,Brazil,Bahia,-12.1863606,-46.01677819,NA,7.59,arm,1E-04,0.999899983,male
CAM046616,Brazil,Bahia,-12.1863606,-46.01677819,NA,5.59,arm,1E-04,0.999899983,male
CAM046617,Brazil,Bahia,-12.1863606,-46.01677819,NA,3.04,arm,0.003799356,0.996200621,female
CAM046618,Brazil,Bahia,-12.1863606,-46.01677819,NA,1.55,arm,0.008153476,0.991846561,female
CAM046619,Brazil,Bahia,-12.1863606,-46.01677819,NA,4.03,zea,0.920293212,0.079706818,female
CAM046620,Brazil,Bahia,-12.1863606,-46.01677819,NA,3.31,arm,0.092405602,0.907594383,male
CAM046621,Brazil,Bahia,-12.1863606,-46.01677819,NA,6.81,arm,0.000122195,0.99987781,female
CAM046622,Brazil,Bahia,-12.1863606,-46.01677819,NA,14.39,arm,1E-04,0.999899983,male
CAM046623,Brazil,Bahia,-12.1863606,-46.01677819,NA,8.82,arm,1E-04,0.999899983,male
CAM046624,Brazil,Bahia,-12.1863606,-46.01677819,NA,8.99,zea,0.999899864,0.000100097,male
CAM046625,Brazil,Bahia,-12.1863606,-46.01677819,NA,6.67,arm,0.033362713,0.966637254,male
CAM046626,Brazil,Bahia,-12.1863606,-46.01677819,NA,13.75,zea,0.998831391,0.001168635,female
CAM046627,Brazil,Bahia,-12.1863606,-46.01677819,NA,14.03,zea,0.920482218,0.079517826,female
CAM046628,Brazil,Bahia,-12.1863606,-46.01677819,NA,5.04,arm,0.003964898,0.996035099,female
CAM046629,Brazil,Bahia,-12.1863606,-46.01677819,NA,1.59,zea,0.984035671,0.015964318,male
CAM046653,Brazil,Mato Grosso do Sul,-18.448611,-52.756667,NA,0.68,arm,0.005534909,0.994465113,cant.be.det
CAM046654,Brazil,Mato Grosso do Sul,-18.448611,-52.756667,NA,2.28,arm,0.004071482,0.995928526,female
CAM046655,Brazil,Mato Grosso do Sul,-18.448611,-52.756667,NA,14,arm,0.014579656,0.985420346,male
