CamID,Source.sheet,Year,Locality/Population,Lat,Lon,sex.by.median.norm.depth.chr1.highest.depth.sample,sex.depth.genital.consensous
CAM046499,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046500,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046501,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046502,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046503,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046504,Batch1 - missing information,2013,Oeste da Bahia / Ceolin - Algodão,-13.29989189,-45.97986972,,
CAM046505,Batch1 - missing information,2013,Oeste da Bahia / Ceolin - Algodão,-13.29989189,-45.97986972,,
CAM046506,Mastersheet,2012.5,Oeste da Bahia / unknown,-11.29435809,-46.06507699,NA,0
CAM046507,Mastersheet,2012.5,Oeste da Bahia / unknown,-11.29435809,-46.06507699,female,female
CAM046508,Mastersheet,2012.5,Oeste da Bahia / unknown,-11.29435809,-46.06507699,female,female
CAM046509,Mastersheet,2012.5,Oeste da Bahia / unknown,-11.29435809,-46.06507699,NA,0
CAM046510,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,female,female
CAM046511,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,cant.be.det,0
CAM046512,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,female,female
CAM046513,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,NA,0
CAM046514,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,NA,0
CAM046515,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,female,female
CAM046516,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,male,male
CAM046517,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,female,female
CAM046518,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,female,female
CAM046519,Mastersheet,2014,Oeste da Bahia / Fazenda Australia - Algod‹o,-11.29435809,-46.06507699,NA,0
CAM046520,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,male,male
CAM046521,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,female,female
CAM046522,Batch1 - missing information,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,,
CAM046523,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,male,male
CAM046524,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,NA,0
CAM046525,Batch1 - missing information,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,,
CAM046526,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,cant.be.det,0
CAM046527,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,cant.be.det,0
CAM046528,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,NA,0
CAM046529,Mastersheet,2014,Oeste da Bahia / Fazenda Santana - Soja,-11.29435809,-46.06507699,male,male
CAM046530,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,female,female
CAM046531,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,cant.be.det,0
CAM046532,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,cant.be.det,0
CAM046533,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,cant.be.det,0
CAM046534,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,male,male
CAM046535,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,female,female
CAM046536,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,male,male
CAM046537,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,cant.be.det,0
CAM046538,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,cant.be.det,0
CAM046539,Mastersheet,2014,Oeste da Bahia / Fazenda Vit—ria - Algod‹o,-13.008656,-46.107366,male,male
CAM046540,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Algod‹o Bt,-13.40210605,-46.09504532,cant.be.det,0
CAM046541,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Algod‹o Bt,-13.40210605,-46.09504532,NA,0
CAM046542,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Algod‹o Bt,-13.40210605,-46.09504532,NA,0
CAM046543,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Algodão Bt,-13.40210605,-46.09504532,,
CAM046544,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Algodão Bt,-13.40210605,-46.09504532,,
CAM046545,Mastersheet,2015,Oeste da Bahia / Fazenda Dileta Algod‹o Bt,-14.31344948,-45.49183549,male,male
CAM046546,Mastersheet,2015,Oeste da Bahia / Fazenda Dileta Algod‹o Bt,-14.31344948,-45.49183549,cant.be.det,0
CAM046547,Mastersheet,2015,Oeste da Bahia / Fazenda Dileta Algod‹o Bt,-14.31344948,-45.49183549,female,female
CAM046548,Mastersheet,2015,Oeste da Bahia / Fazenda Dileta Algod‹o Bt,-14.31344948,-45.49183549,male,male
CAM046549,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama - Algod‹o n‹o Bt,-13.40210605,-46.09504532,female,female
CAM046550,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Sagarana Algodão não Bt,-13.76140743,-46.16299238,,
CAM046551,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Sagarana Algodão não Bt,-13.76140743,-46.16299238,,
CAM046552,Mastersheet,2015,Oeste da Bahia / Fazenda Sagarana Algod‹o n‹o Bt,-13.76140743,-46.16299238,male,male
CAM046553,Mastersheet,2015,Oeste da Bahia / Fazenda Sagarana Algod‹o n‹o Bt,-13.76140743,-46.16299238,male,male
CAM046554,Mastersheet,2015,Oeste da Bahia / Fazenda Sagarana Algod‹o n‹o Bt,-13.76140743,-46.16299238,female,female
CAM046555,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Algod‹o Bt,-13.40210605,-46.09504532,cant.be.det,0
CAM046556,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Algodão Bt,-13.40210605,-46.09504532,,
CAM046557,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Algod‹o Bt,-13.40210605,-46.09504532,female,female
CAM046558,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Algod‹o Bt,-13.40210605,-46.09504532,male,male
CAM046559,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Algodão Bt,-13.40210605,-46.09504532,,
CAM046560,Mastersheet,2015,Oeste da Bahia / Fazenda Sagarana Algod‹o Bt,-13.76140743,-46.16299238,male,male
CAM046561,Mastersheet,2015,Oeste da Bahia / Fazenda Sagarana Algod‹o Bt,-13.76140743,-46.16299238,female,female
CAM046562,Mastersheet,2015,Oeste da Bahia / Fazenda Sagarana Algod‹o Bt,-13.76140743,-46.16299238,male,male
CAM046563,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Sagarana Algodão Bt,-13.76140743,-46.16299238,,
CAM046564,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Sagarana Algodão não Bt,-13.76140743,-46.16299238,,
CAM046565,Mastersheet,2015,Oeste da Bahia /Fazenda Tabuleiro Algod‹o n‹o Bt,-11.78602353,-44.3757592,female,female
CAM046566,Mastersheet,2015,Oeste da Bahia /Fazenda Tabuleiro Algod‹o n‹o Bt,-11.78602353,-44.3757592,female,female
CAM046567,Mastersheet,2015,Oeste da Bahia /Fazenda Tabuleiro Algod‹o n‹o Bt,-11.78602353,-44.3757592,male,male
CAM046568,Mastersheet,2015,Oeste da Bahia /Fazenda Tabuleiro Algod‹o n‹o Bt,-11.78602353,-44.3757592,female,female
CAM046569,Mastersheet,2015,Oeste da Bahia /Fazenda Tabuleiro Algod‹o n‹o Bt,-11.78602353,-44.3757592,female,female
CAM046570,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046571,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,NA,0
CAM046572,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,NA,0
CAM046573,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046574,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046575,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046576,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046577,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046578,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046579,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046580,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046581,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046582,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046583,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046584,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046585,Batch1 - missing information,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,,
CAM046586,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046587,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,NA,0
CAM046588,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046589,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,cant.be.det,0
CAM046590,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046591,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,NA,0
CAM046592,Mastersheet,2015,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046593,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,cant.be.det,0
CAM046594,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046595,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,NA,0
CAM046596,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046597,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046598,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,female,female
CAM046599,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046600,Mastersheet,2016,Oeste da Bahia / Angical BA Multiple cropping,-12.006944,-44.693889,female,female
CAM046601,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,male,male
CAM046602,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,female,female
CAM046603,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046604,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046605,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,NA,0
CAM046606,Mastersheet,2016,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046607,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046608,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046609,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046610,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046611,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046612,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046613,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046614,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046615,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046616,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046617,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046618,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046619,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,female,female
CAM046620,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,male,male
CAM046621,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,female,female
CAM046622,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,male,male
CAM046623,Mastersheet,2016,Oeste da Bahia / Luis Eduardo Magalh‹es Soja,-12.1863606,-46.01677819,male,male
CAM046624,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046625,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046626,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046627,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046628,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,female,female
CAM046629,Mastersheet,2017,Oeste da Bahia / Luis Eduardo Magalh‹es Algod‹o n‹o Bt,-12.1863606,-46.01677819,male,male
CAM046630,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046631,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046632,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046633,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046634,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046635,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046636,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046637,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046638,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046639,Batch1 - missing information,2019,"Karditsa, perfecture of Thessaly, Greece",NA,NA,,
CAM046640,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046641,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046642,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046643,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046644,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046645,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046646,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046647,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046648,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046649,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046650,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046651,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046652,Batch1 - missing information,2021,"Snook, TX, USA (34.999490° N; 101.918570° W)",34.99949,-101.91857,,
CAM046653,Mastersheet,2019,MS12,-17.55138889,-52.75666667,cant.be.det,0
CAM046654,Mastersheet,2019,MS12,-17.55138889,-52.75666667,female,0
CAM046655,Mastersheet,2019,MS12,-17.55138889,-52.75666667,male,0
CAM046656,Mastersheet,2019,MS12,-17.55138889,-52.75666667,cant.be.det,0
CAM046657,Mastersheet,2019,MS12,-17.55138889,-52.75666667,male,0
CAM046658,Mastersheet,2019,MS12,-17.55138889,-52.75666667,cant.be.det,0
CAM046659,Mastersheet,2019,MS12,-17.55138889,-52.75666667,female,0
CAM046660,Mastersheet,2019,MS12,-17.55138889,-52.75666667,female,0
CAM046661,Mastersheet,2019,MS12,-17.55138889,-52.75666667,male,0
CAM046662,Mastersheet,2019,MS12,-17.55138889,-52.75666667,male,0
CAM046663,Mastersheet,2019,MS12,-17.55138889,-52.75666667,male,0
CAM046664,Mastersheet,2019,MS12,-17.55138889,-52.75666667,cant.be.det,0
CAM046665,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046666,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046667,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046668,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046669,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046670,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046671,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046672,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046673,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046674,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046675,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046676,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046677,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046678,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046679,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046680,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046681,batch2 - all,2019,MS12,-17.55138889,-52.75666667,,
CAM046682,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046683,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046684,Mastersheet,2017,MS9,-17.25166667,-52.59555556,female,0
CAM046685,Mastersheet,2017,MS9,-17.25166667,-52.59555556,male,0
CAM046686,Mastersheet,2017,MS9,-17.25166667,-52.59555556,female,0
CAM046687,Mastersheet,2017,MS9,-17.25166667,-52.59555556,male,0
CAM046688,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046689,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046690,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046691,Mastersheet,2017,MS9,-17.25166667,-52.59555556,female,0
CAM046692,Mastersheet,2017,MS9,-17.25166667,-52.59555556,male,0
CAM046693,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046694,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046695,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046696,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046697,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046698,Mastersheet,2017,MS9,-17.25166667,-52.59555556,cant.be.det,0
CAM046699,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046700,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046701,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046702,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046703,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046704,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046705,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046706,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046707,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046708,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046709,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046710,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046711,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046712,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046713,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046714,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046715,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046716,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046717,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046718,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046719,Mastersheet,2016,MS7,-17.23555556,-52.64361111,cant.be.det,0
CAM046720,Mastersheet,2016,MS7,-17.23555556,-52.64361111,cant.be.det,0
CAM046721,Mastersheet,2016,MS7,-17.23555556,-52.64361111,female,0
CAM046722,Mastersheet,2016,MS7,-17.23555556,-52.64361111,cant.be.det,0
CAM046723,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046724,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046725,Mastersheet,2016,MS7,-17.23555556,-52.64361111,female,0
CAM046726,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046727,Mastersheet,2016,MT26,-12.71972222,-57.98472222,female,0
CAM046728,Mastersheet,2016,MT26,-12.71972222,-57.98472222,male,0
CAM046729,Mastersheet,2016,MT26,-12.71972222,-57.98472222,cant.be.det,0
CAM046730,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046731,Mastersheet,2016,MT26,-12.71972222,-57.98472222,female,0
CAM046732,Mastersheet,2016,MT26,-12.71972222,-57.98472222,cant.be.det,0
CAM046733,Mastersheet,2016,MT26,-12.71972222,-57.98472222,female,0
CAM046734,Mastersheet,2016,MT26,-12.71972222,-57.98472222,cant.be.det,0
CAM046735,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046736,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046737,Mastersheet,2016,MT26,-12.71972222,-57.98472222,male,0
CAM046738,Mastersheet,2016,MT26,-12.71972222,-57.98472222,cant.be.det,0
CAM046739,Mastersheet,2016,MT26,-12.71972222,-57.98472222,cant.be.det,0
CAM046740,Mastersheet,2016,MT26,-12.71972222,-57.98472222,cant.be.det,0
CAM046741,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046742,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046743,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046744,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046745,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046746,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046747,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046748,batch2 - all,2016,MT26,-12.71972222,-57.98472222,,
CAM046749,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046750,Mastersheet,2016,BA74,-10.22222222,-45.80611111,cant.be.det,0
CAM046751,Mastersheet,2016,BA74,-10.22222222,-45.80611111,female,0
CAM046752,Mastersheet,2016,BA74,-10.22222222,-45.80611111,cant.be.det,0
CAM046753,Mastersheet,2016,BA74,-10.22222222,-45.80611111,female,0
CAM046754,Mastersheet,2016,BA74,-10.22222222,-45.80611111,male,0
CAM046755,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046756,Mastersheet,2016,BA74,-10.22222222,-45.80611111,cant.be.det,0
CAM046757,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046758,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046759,Mastersheet,2016,BA74,-10.22222222,-45.80611111,cant.be.det,0
CAM046760,Mastersheet,2016,BA74,-10.22222222,-45.80611111,male,0
CAM046761,Mastersheet,2016,BA74,-10.22222222,-45.80611111,male,0
CAM046762,Mastersheet,2016,BA74,-10.22222222,-45.80611111,female,0
CAM046763,Mastersheet,2016,BA74,-10.22222222,-45.80611111,female,0
CAM046764,Mastersheet,2016,BA74,-10.22222222,-45.80611111,cant.be.det,0
CAM046765,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046766,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046767,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046768,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046769,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
